analysis,experiment,sqrt_s,luminosity,signal_region,N_obs,N_exp,sigma_exp,MET,HT_or_meff,N_jets,N_leptons,N_btags,category
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar22,11.0,8.7,2.78998,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar23,1.0,0.6,2.30825,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar24,1.0,0.6,1.71172,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar25,6.0,4.9,3.03645,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar26,3.0,1.7,2.47386,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar27,4.0,4.7,2.40416,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar28,1.0,1.4,2.72947,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar29,6.0,13.1,4.06325,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar3,358.0,308.26,46.95743,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar30,2.0,0.7,2.00998,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar31,0.0,0.5,1.80831,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar32,6.0,4.7,2.98329,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar33,3.0,1.2,2.02114,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar34,2.0,2.1,1.79833,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar35,0.0,0.3,2.00998,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar36,1.0,0.6,1.61245,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar37,1.0,1.7,1.4543,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar38,0.0,0.5,1.58114,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar39,0.0,0.0,1.60312,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar4,3.0,3.1,3.25115,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar5,0.0,0.1,1.70294,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar6,1.0,1.9,2.37697,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar7,2.0,2.1,2.74591,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar8,1.0,3.0,2.5632,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar9,22.0,15.0,5.38516,,,,,,
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR100_Njet67_Nb2_HT1700_MHT850,1.0,1.7,1.23693,850.0,1700.0,67.0,,2.0,high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR105_Njet67_Nb3_HT6001200_MHT350600,115.0,158.0,13.66382,350600.0,6001200.0,67.0,,3.0,high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR108_Njet67_Nb3_HT1200_MHT600850,2.0,3.0,2.03961,600850.0,1200.0,67.0,,3.0,high_MET high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR110_Njet67_Nb3_HT1700_MHT850,1.0,0.2,1.90263,850.0,1700.0,67.0,,3.0,high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR116_Njet89_Nb0_HT1200_MHT600850;SR124_Njet89_Nb1_HT1200_MHT600850;SR132_Njet89_Nb2_HT1200_MHT600850,46.0,46.8,6.65582,600850.0,1200.0,89.0,,0.0,high_MET high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR117_Njet89_Nb0_HT8501700_MHT850;SR125_Njet89_Nb1_HT8501700_MHT850,4.0,7.4,2.44008,850.0,8501700.0,89.0,,0.0,high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR118_Njet89_Nb0_HT1700_MHT850;SR126_Njet89_Nb1_HT1700_MHT850,3.0,6.1,2.2025,850.0,1700.0,89.0,,0.0,high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR121_Njet89_Nb1_HT6001200_MHT350600;SR122_Njet89_Nb1_HT1200_MHT350600;SR123_Njet89_Nb1_HT6001200_MHT600850,321.0,382.0,35.0,350600.0,6001200.0,89.0,,1.0,high_MET high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR137_Njet89_Nb3_HT6001200_MHT350600;SR138_Njet89_Nb3_HT1200_MHT350600;SR139_Njet89_Nb3_HT6001200_MHT600850;SR142_Njet89_Nb3_HT1700_MHT850,61.0,73.5,9.44934,350600.0,6001200.0,89.0,,3.0,high_MET high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR140_Njet89_Nb3_HT1200_MHT600850,2.0,3.6,2.2561,600850.0,1200.0,89.0,,3.0,high_MET high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR167_Njet10_Nb3_HT6001200_MHT300350,13.0,7.2,2.06349,300350.0,6001200.0,10.0,,3.0,high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR169_Njet10_Nb3_HT6001200_MHT350600,3.0,2.2,1.7088,350600.0,6001200.0,10.0,,3.0,high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR170_Njet10_Nb3_HT1200_MHT350600,9.0,5.7,2.07702,350600.0,1200.0,10.0,,3.0,high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR172_Njet10_Nb3_HT1200_MHT600850,1.0,0.2,1.41421,600850.0,1200.0,10.0,,3.0,high_MET high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR174_Njet10_Nb3_HT1700_MHT850,0.0,0.1,1.30384,850.0,1700.0,10.0,,3.0,high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR22_Njet23_Nb2_HT6001200_MHT300350;SR25_Njet23_Nb2_HT6001200_MHT350600;SR43_Njet45_Nb1_HT1200_MHT300350;SR46_Njet45_Nb1_HT1200_MHT350600;SR53_Njet45_Nb2_HT1200_MHT300350;SR54_Njet45_Nb2_HT350600_MHT350600;SR61_Njet45_Nb3_HT300600_MHT300350;SR64_Njet45_Nb3_HT350600_MHT350600;SR66_Njet45_Nb3_HT1200_MHT350600;SR68_Njet45_Nb3_HT1200_MHT600850;SR69_Njet45_Nb3_HT8501700_MHT850,2668.0,2717.4,284.21823,300350.0,6001200.0,23.0,,2.0,high_MET
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR27_Njet23_Nb2_HT6001200_MHT600850;SR129_Njet89_Nb2_HT6001200_MHT350600;SR130_Njet89_Nb2_HT1200_MHT350600;SR131_Njet89_Nb2_HT6001200_MHT600850;SR161_Njet10_Nb2_HT6001200_MHT350600;SR162_Njet10_Nb2_HT1200_MHT350600;SR164_Njet10_Nb2_HT1200_MHT600850;SR166_Njet10_Nb2_HT1700_MHT850,312.0,363.7,29.32917,600850.0,6001200.0,23.0,,2.0,high_MET high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR33_Njet45_Nb0_HT1200_MHT300350;SR36_Njet45_Nb0_HT1200_MHT350600;SR70_Njet45_Nb3_HT1700_MHT850;SR73_Njet67_Nb0_HT1200_MHT300350;SR76_Njet67_Nb0_HT1200_MHT350600;SR83_Njet67_Nb1_HT1200_MHT300350;SR86_Njet67_Nb1_HT1200_MHT350600;SR91_Njet67_Nb2_HT300600_MHT300350;SR92_Njet67_Nb2_HT6001200_MHT300350;SR93_Njet67_Nb2_HT1200_MHT300350;SR96_Njet67_Nb2_HT1200_MHT350600;SR102_Njet67_Nb3_HT6001200_MHT300350;SR106_Njet67_Nb3_HT1200_MHT350600;SR107_Njet67_Nb3_HT6001200_MHT600850;SR112_Njet89_Nb0_HT1200_MHT300350;SR113_Njet89_Nb0_HT6001200_MHT350600;SR114_Njet89_Nb0_HT1200_MHT350600;SR120_Njet89_Nb1_HT1200_MHT300350;SR128_Njet89_Nb2_HT1200_MHT300350;SR135_Njet89_Nb3_HT6001200_MHT300350;SR160_Njet10_Nb2_HT1200_MHT300350;SR168_Njet10_Nb3_HT1200_MHT300350,5547.0,5672.5,510.0,300350.0,1200.0,45.0,,0.0,high_MET high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR38_Njet45_Nb0_HT1200_MHT600850,291.0,299.0,18.62257,600850.0,1200.0,45.0,,0.0,high_MET
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR39_Njet45_Nb0_HT8501700_MHT850;SR49_Njet45_Nb1_HT8501700_MHT850,433.0,475.0,44.23799,850.0,8501700.0,45.0,,0.0,
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR40_Njet45_Nb0_HT1700_MHT850;SR50_Njet45_Nb1_HT1700_MHT850;SR60_Njet45_Nb2_HT1700_MHT850,66.0,55.5,8.1719,850.0,1700.0,45.0,,0.0,
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR55_Njet45_Nb2_HT6001200_MHT350600,1180.0,1141.0,72.24265,350600.0,6001200.0,45.0,,2.0,
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR57_Njet45_Nb2_HT6001200_MHT600850,98.0,93.1,11.94152,600850.0,6001200.0,45.0,,2.0,high_MET
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR58_Njet45_Nb2_HT1200_MHT600850,15.0,17.4,5.50818,600850.0,1200.0,45.0,,2.0,high_MET
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR59_Njet45_Nb2_HT8501700_MHT850,15.0,13.3,3.5609,850.0,8501700.0,45.0,,2.0,
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR5_Njet23_Nb0_HT6001200_MHT350600;SR6_Njet23_Nb0_HT1200_MHT350600;SR10_Njet23_Nb0_HT1700_MHT850;SR29_Njet23_Nb2_HT8501700_MHT850;SR35_Njet45_Nb0_HT6001200_MHT350600;SR37_Njet45_Nb0_HT6001200_MHT600850,36176.0,37055.3,838.09307,350600.0,6001200.0,23.0,,0.0,high_MET high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR65_Njet45_Nb3_HT6001200_MHT350600,138.0,125.0,16.13382,350600.0,6001200.0,45.0,,3.0,
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR67_Njet45_Nb3_HT6001200_MHT600850,5.0,6.3,3.41321,600850.0,6001200.0,45.0,,3.0,high_MET
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR75_Njet67_Nb0_HT6001200_MHT350600;SR85_Njet67_Nb1_HT6001200_MHT350600,4363.0,4504.0,218.17424,350600.0,6001200.0,67.0,,0.0,high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR77_Njet67_Nb0_HT6001200_MHT600850;SR87_Njet67_Nb1_HT6001200_MHT600850,335.0,354.0,25.07588,600850.0,6001200.0,67.0,,0.0,high_MET high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR78_Njet67_Nb0_HT1200_MHT600850,122.0,104.8,8.95824,600850.0,1200.0,67.0,,0.0,high_MET
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR79_Njet67_Nb0_HT8501700_MHT850;SR89_Njet67_Nb1_HT8501700_MHT850;SR99_Njet67_Nb2_HT8501700_MHT850;SR109_Njet67_Nb3_HT8501700_MHT850,82.0,78.5,8.71952,850.0,8501700.0,67.0,,0.0,high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR80_Njet67_Nb0_HT1700_MHT850,20.0,17.0,3.35261,850.0,1700.0,67.0,,0.0,high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR88_Njet67_Nb1_HT1200_MHT600850,49.0,50.9,6.37495,600850.0,1200.0,67.0,,1.0,high_MET high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR8_Njet23_Nb0_HT1200_MHT600850;SR18_Njet23_Nb1_HT1200_MHT600850;SR28_Njet23_Nb2_HT1200_MHT600850,312.0,328.7,23.14519,600850.0,1200.0,23.0,,0.0,high_MET high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR90_Njet67_Nb1_HT1700_MHT850,7.0,5.9,2.37697,850.0,1700.0,67.0,,1.0,high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR94_Njet67_Nb2_HT350600_MHT350600,188.0,165.0,14.2197,350600.0,350600.0,67.0,,2.0,high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR95_Njet67_Nb2_HT6001200_MHT350600,762.0,809.0,37.97368,350600.0,6001200.0,67.0,,2.0,high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR97_Njet67_Nb2_HT6001200_MHT600850,32.0,35.2,5.30471,600850.0,6001200.0,67.0,,2.0,high_MET high_multiplicity
CMS-SUS-19-006-agg,CMS,13.0,137.0,SR98_Njet67_Nb2_HT1200_MHT600850,14.0,14.5,3.54683,600850.0,1200.0,67.0,,2.0,high_MET high_multiplicity
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR1,138.0,160.57,14.0,,,,,,
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR10,2.0,2.1711,0.79,,,,,,high_multiplicity
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR11,4.0,0.063528,0.11,,,,,,high_multiplicity
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR12,0.0,0.88532,1.42,,,,,,high_multiplicity
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR13,1.0,2.6812,1.06,,,,,,
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR14,3.0,1.2599,0.62,,,,,,
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR15,1.0,0.41911,0.61,,,,,,
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR16,1.0,0.67201,1.1,,,,,,
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR17,42.0,33.567,6.1,,,,,,
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR18,6.0,7.3285,2.0,,,,,,
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR19,1.0,1.6546,1.04,,,,,,
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR2,91.0,90.439,9.7,,,,,,
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR20,4.0,4.0289,1.5,,,,,,
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR21,0.0,0.88189,0.4,,,,,,
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR22,0.0,0.19966,0.21,,,,,,
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR3,14.0,11.512,3.4,,,,,,
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR4,3.0,2.7508,2.3,,,,,,
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR5,54.0,53.529,8.8,,,,,,
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR6,38.0,28.319,5.6,,,,,,
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR7,4.0,2.5856,1.5,,,,,,
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR8,0.0,2.6029,2.4,,,,,,high_multiplicity
CMS-SUS-20-004-eff,CMS,13.0,137.0,SR9,8.0,5.0628,1.6,,,,,,high_multiplicity
CMS-SUS-21-002-eff,CMS,13.0,137.0,H_SR0,1212.0,1244.1,61.086,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,H_SR1,563.0,555.26,27.194,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,H_SR2,282.0,310.59,19.81,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,H_SR3,160.0,156.06,13.592,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,H_SR4,115.0,92.935,10.05,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,H_SR5,60.0,77.114,7.9706,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,H_SR6,65.0,55.8,7.1271,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,H_SR7,39.0,30.174,4.7484,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,H_SR8,8.0,7.5232,2.4987,,,,,,high_multiplicity
CMS-SUS-21-002-eff,CMS,13.0,137.0,WH_SR0,32.0,34.897,5.4092,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,WH_SR1,13.0,16.169,3.2782,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,WH_SR2,8.0,5.1953,1.2923,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,WH_SR3,8.0,3.1096,1.3459,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,WH_SR4,4.0,2.9124,1.1509,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,WH_SR5,3.0,1.2895,0.62421,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,WH_SR6,1.0,1.1892,1.12,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,WH_SR7,1.0,1.0161,1.09,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,W_SR0,680.0,749.41,46.066,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,W_SR1,312.0,332.41,32.533,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,W_SR2,175.0,176.44,13.463,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,W_SR3,95.0,99.358,9.8858,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,W_SR4,63.0,60.705,6.9053,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,W_SR5,23.0,34.733,4.6856,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,W_SR6,28.0,26.873,3.6029,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,W_SR7,17.0,18.835,3.2202,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,W_SR8,4.0,3.5228,1.7,,,,,,high_multiplicity
CMS-SUS-21-002-eff,CMS,13.0,137.0,b_veto_SR0,82.0,88.139,9.2357,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,b_veto_SR1,48.0,48.165,6.7386,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,b_veto_SR2,24.0,25.378,4.4114,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,b_veto_SR3,9.0,15.523,3.7379,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,b_veto_SR4,8.0,12.258,3.1539,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,b_veto_SR5,6.0,7.8949,2.1316,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,b_veto_SR6,9.0,9.5994,2.7618,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,b_veto_SR7,6.0,6.1672,2.2207,,,,,,
CMS-SUS-21-002-eff,CMS,13.0,137.0,b_veto_SR8,3.0,0.86776,0.73516,,,,,,high_multiplicity
